Protein,Protein ID,Gene,log2FC,FC,P.value,FDR,mean c,mean ptx3,Class,is_onoff
sp|A0A0B4J2D5|GAL3B_HUMAN,A0A0B4J2D5,GATD3B,0.083463342,1.059558573,0.867650068,0.953482410044613,5.545501866,5.875784041,NS,False
sp|A0A0U1RRL7|MMPOS_HUMAN,A0A0U1RRL7,MMP24OS,0.254921063,1.193270451,0.4256102,0.7487349317374241,0.804941444,0.960512841,NS,False
sp|A0A3B3IU46|RMACL_HUMAN,A0A3B3IU46,RAMACL,1.461606787,2.754149335,0.164972084,0.5759349597441364,0.041057123,0.113077448,NS,False
sp|A0AVT1|UBA6_HUMAN,A0AVT1,UBA6,0.195295285,1.144958482,0.195754201,0.6135297670854591,9.193420492,10.52608477,NS,False
sp|A0FGR8|ESYT2_HUMAN,A0FGR8,ESYT2,0.631754973,1.549448681,0.141970746,0.5389361898225309,2.161323993,3.34886061,NS,False
sp|A0MZ66|SHOT1_HUMAN,A0MZ66,SHTN1,0.286201471,1.219425373,0.167783452,0.5783190932097901,7.874219583,9.602023156,NS,False
sp|A1L0T0|HACL2_HUMAN,A1L0T0,ILVBL,-0.357187964,0.780684773,0.284442448,0.7039377115322581,1.866726881,1.457325252,NS,False
sp|A1L3X4|MT1DP_HUMAN,A1L3X4,MT1DP,-9.404655284,0.001475423,0.373931145,0.7154409222873785,0.176078499,0.00025979,NS,True
sp|A1X283|SPD2B_HUMAN,A1X283,SH3PXD2B,-0.302824461,0.810663751,0.341657406,0.7154409222873785,2.35455346,1.90875114,NS,False
sp|A2RRP1|NBAS_HUMAN,A2RRP1,NBAS,2.148654551,4.434140704,0.421069724,0.745300111225667,0.04537875,0.201215761,NS,False
sp|A3KMH1|VWA8_HUMAN,A3KMH1,VWA8,0.153665752,1.112392368,0.926391762,0.9743219287980358,0.030135098,0.033522053,NS,False
sp|A3KN83|SBNO1_HUMAN,A3KN83,SBNO1,0.06633104,1.04705051,0.052175215,0.34157374086666664,0.000248116,0.00025979,NS,True
sp|A3QJZ6|PRA22_HUMAN,A3QJZ6,PRAMEF22,0.06633104,1.04705051,0.052175215,0.34157374086666664,0.000248116,0.00025979,NS,True
sp|A4D1E9|GTPBA_HUMAN,A4D1E9,GTPBP10,1.10699219,2.153961092,0.355465672,0.7154409222873785,0.043006255,0.0926338,NS,False
sp|A4D1P6|WDR91_HUMAN,A4D1P6,WDR91,0.06633104,1.04705051,0.052175215,0.34157374086666664,0.000248116,0.00025979,NS,True
sp|A4D2B0|MBLC1_HUMAN,A4D2B0,MBLAC1,8.507420275,363.9055577,0.118987584,0.5117853503006873,0.000248116,0.090290913,NS,True
sp|A5YKK6|CNOT1_HUMAN,A5YKK6,CNOT1,-0.522753366,0.696042177,0.028478315,0.34157374086666664,1.708806224,1.189401204,NS,False
sp|A5YM69|ARG35_HUMAN,A5YM69,ARHGEF35,0.506379801,1.420481263,0.102148401,0.49219690766437685,0.266825546,0.379020688,NS,False
sp|A6NCE7|MP3B2_HUMAN,A6NCE7,MAP1LC3B2,0.081086438,1.05781434,0.741574308,0.9098972829153135,3.157988481,3.3405655,NS,False
sp|A6NDG6|PGP_HUMAN,A6NDG6,PGP,0.293671139,1.225755418,0.037971899,0.34157374086666664,6.286943512,7.706255074,NS,False
sp|A6NDU8|RIMC1_HUMAN,A6NDU8,RIMOC1,0.096206378,1.068958895,0.64560772,0.8668989972463769,0.924706404,0.988473136,NS,False
sp|A6NHL2|TBAL3_HUMAN,A6NHL2,TUBAL3,0.242214583,1.182806915,0.379752096,0.7178326500461361,7.391579754,8.742811646,NS,False
sp|A6NHR9|SMHD1_HUMAN,A6NHR9,SMCHD1,-0.559621241,0.678480266,0.048552652,0.34157374086666664,1.356789721,0.92055505,NS,False
sp|A6NIH7|U119B_HUMAN,A6NIH7,UNC119B,0.296070646,1.227795805,0.794330607,0.9359117318600192,0.124017288,0.152267906,NS,False
sp|A6NKF1|SAC31_HUMAN,A6NKF1,SAC3D1,-2.650863558,0.159224742,0.083141009,0.44179908462121215,0.047673952,0.007590873,NS,False
sp|A7E2V4|ZSWM8_HUMAN,A7E2V4,ZSWIM8,0.06633104,1.04705051,0.052175215,0.34157374086666664,0.000248116,0.00025979,NS,True
sp|A8CG34|P121C_HUMAN,A8CG34,POM121C,0.06633104,1.04705051,0.052175215,0.34157374086666664,0.000248116,0.00025979,NS,True
sp|A8MWD9|RUXGL_HUMAN,A8MWD9,SNRPGP15,-0.143381763,0.905394367,0.569111308,0.8322251117251637,9.574473699,8.668674558,NS,False
sp|A8MXQ7|IQAK1_HUMAN,A8MXQ7,IQANK1,0.06633104,1.04705051,0.052175215,0.34157374086666664,0.000248116,0.00025979,NS,True
sp|A9UHW6|MI4GD_HUMAN,A9UHW6,MIF4GD,3.187440852,9.109935578,0.04736868,0.34157374086666664,0.006859426,0.062488932,Exploratory_Up,False
sp|B3EWG3|FM25A_HUMAN,B3EWG3,FAM25A,10.52806582,1476.602527,0.014224829,0.34157374086666664,0.000248116,0.366369205,On/Off,True
sp|B7ZW38|HNRC3_HUMAN,B7ZW38,HNRNPCL3,0.047849959,1.033723223,0.764483769,0.9206807225386313,77.39779526,80.00789834,NS,False
sp|C4AMC7|WASH3_HUMAN,C4AMC7,WASH3P,0.733819899,1.663036576,0.013055508,0.34157374086666664,1.379977041,2.294952292,NS,False
sp|C9JLW8|MCRI1_HUMAN,C9JLW8,MCRIP1,0.520842872,1.434793259,0.319157603,0.7154409222873785,1.643313003,2.357814419,NS,False
sp|E9PAV3|NACAM_HUMAN,E9PAV3,NACA,0.1966336,1.146021095,0.322497857,0.7154409222873785,15.44302116,17.69802801,NS,False
sp|E9PRG8|CK098_HUMAN,E9PRG8,C11orf98,0.06633104,1.04705051,0.052175215,0.34157374086666664,0.000248116,0.00025979,NS,True
sp|F5HAK9|GH_HHV8P,F5HAK9,gH,1.596201947,3.023463048,0.210036639,0.6314929632762836,1.163917544,3.519061685,NS,False
sp|L0R6Q1|S35U4_HUMAN,L0R6Q1,SLC35A4,-0.200096086,0.870492585,0.542539675,0.816982783704385,2.396461218,2.08610172,NS,False
sp|L0R819|ASURF_HUMAN,L0R819,ASDURF,0.504415427,1.418548451,0.513504706,0.7998949848938194,0.367794099,0.521733749,NS,False
sp|O00115|DNS2A_HUMAN,O00115,DNASE2,1.885634938,3.695155143,0.271756546,0.6989184211029795,0.09441271,0.34886961,NS,False
sp|O00116|ADAS_HUMAN,O00116,AGPS,0.130642272,1.094780977,0.374666997,0.7154409222873785,8.159255892,8.93259814,NS,False
sp|O00139|KIF2A_HUMAN,O00139,KIF2A,0.105552608,1.075906425,0.303796286,0.7154409222873785,6.853583596,7.373814627,NS,False
sp|O00148|DX39A_HUMAN,O00148,DDX39A,0.542952179,1.456950819,0.246272335,0.673459268830735,0.397461955,0.579082521,NS,False
sp|O00151|PDLI1_HUMAN,O00151,PDLIM1,0.086602134,1.061866305,0.818695908,0.9431179996348313,25.43100757,27.00433004,NS,False
sp|O00154|BACH_HUMAN,O00154,ACOT7,0.228345777,1.171490924,0.162488471,0.5716279646776504,10.05681241,11.78146446,NS,False
sp|O00159|MYO1C_HUMAN,O00159,MYO1C,-0.163128776,0.893086132,0.526676467,0.8075655705616225,14.26968607,12.74405873,NS,False
sp|O00161|SNP23_HUMAN,O00161,SNAP23,0.14100161,1.102670394,0.634831949,0.862747522267699,8.115284724,8.948484203,NS,False
sp|O00165|HAX1_HUMAN,O00165,HAX1,0.185588405,1.13728072,0.238347436,0.6671092025811965,1.898240569,2.158832401,NS,False
sp|O00170|AIP_HUMAN,O00170,AIP,0.027097076,1.018959758,0.866406764,0.953482410044613,7.146502598,7.281998559,NS,False
sp|O00178|GTPB1_HUMAN,O00178,GTPBP1,0.620304826,1.537199941,0.038780031,0.34157374086666664,0.37284779,0.573141601,NS,False
sp|O00186|STXB3_HUMAN,O00186,STXBP3,-0.404078211,0.755718994,0.073114369,0.4102760591885714,0.843177146,0.637204985,NS,False
sp|O00193|SMAP_HUMAN,O00193,SMAP,0.904652217,1.872093144,0.066178003,0.3933560174244256,4.338617304,8.122295711,NS,False
sp|O00203|AP3B1_HUMAN,O00203,AP3B1,-0.006558452,0.995464345,0.970980967,0.9905358065330286,2.732166346,2.719774182,NS,False
sp|O00213|APBB1_HUMAN,O00213,APBB1,0.06633104,1.04705051,0.052175215,0.34157374086666664,0.000248116,0.00025979,NS,True
sp|O00214|LEG8_HUMAN,O00214,LGALS8,1.377185771,2.59761167,0.060966116,0.3755879919196989,0.09285837,0.241209985,NS,False
sp|O00217|NDUS8_HUMAN,O00217,NDUFS8,0.247677758,1.187294441,0.2614745,0.687409404700214,7.364126899,8.743386931,NS,False
sp|O00220|TR10A_HUMAN,O00220,TNFRSF10A,0.660509018,1.580640214,0.227817489,0.6541426146140351,0.355790542,0.562376838,NS,False
sp|O00221|IKBE_HUMAN,O00221,NFKBIE,0.06633104,1.04705051,0.052175215,0.34157374086666664,0.000248116,0.00025979,NS,True
sp|O00231|PSD11_HUMAN,O00231,PSMD11,0.143554143,1.104623055,0.634030768,0.8623520971966759,40.78889364,45.05635229,NS,False
sp|O00232|PSD12_HUMAN,O00232,PSMD12,0.164238503,1.12057445,0.548470551,0.8197839894703196,9.917788715,11.11362063,NS,False
sp|O00233|PSMD9_HUMAN,O00233,PSMD9,0.234406374,1.176422574,0.321570968,0.7154409222873785,8.990696274,10.57685806,NS,False
sp|O00244|ATOX1_HUMAN,O00244,ATOX1,0.479207411,1.393977632,0.079734363,0.43278355688397785,16.46476552,22.95151485,NS,False
sp|O00255|MEN1_HUMAN,O00255,MEN1,-6.567341689,0.010544674,0.374118586,0.7154409222873785,0.024637114,0.00025979,NS,True
sp|O00264|PGRC1_HUMAN,O00264,PGRMC1,0.129480338,1.093899605,0.474580327,0.7795258160100335,15.68523755,17.15807516,NS,False
sp|O00267|SPT5H_HUMAN,O00267,SUPT5H,-0.191556974,0.875660188,0.462593754,0.7721619408293678,2.38742203,2.090570423,NS,False
sp|O00268|TAF4_HUMAN,O00268,TAF4,1.309400965,2.478386113,0.060928408,0.3755879919196989,0.055344078,0.137163994,NS,False
sp|O00273|DFFA_HUMAN,O00273,DFFA,0.559328367,1.473583045,0.059471556,0.3724557907653061,17.82599245,26.26808024,NS,False
sp|O00287|RFXAP_HUMAN,O00287,RFXAP,1.391283669,2.623119747,0.361138954,0.7154409222873785,0.0362622,0.095120092,NS,False
sp|O00291|HIP1_HUMAN,O00291,HIP1,1.283045093,2.433520778,0.123523797,0.5137261551607445,0.069119373,0.16820343,NS,False
sp|O00299|CLIC1_HUMAN,O00299,CLIC1,0.226600245,1.170074381,0.079740089,0.43278355688397785,169.3099562,198.1052423,NS,False
sp|O00303|EIF3F_HUMAN,O00303,EIF3F,-0.06447541,0.95629298,0.401452593,0.7312163300593472,23.54625715,22.51712041,NS,False
sp|O00330|ODPX_HUMAN,O00330,PDHX,-0.134536267,0.910962602,0.600034524,0.8465605895116346,4.528020037,4.124856915,NS,False
sp|O00399|DCTN6_HUMAN,O00399,DCTN6,-0.034405165,0.97643427,0.904792924,0.9669438108376849,1.26389543,1.234110811,NS,False
sp|O00401|WASL_HUMAN,O00401,WASL,1.396181194,2.632039598,0.055018287,0.3525368605215124,0.424852997,1.118229911,NS,False
sp|O00410|IPO5_HUMAN,O00410,IPO5,0.03491671,1.024497675,0.835071502,0.9475851802218628,79.49124105,81.43859164,NS,False
sp|O00411|RPOM_HUMAN,O00411,POLRMT,-0.989233269,0.503745423,0.451728452,0.7663687138272884,0.077494047,0.039037271,NS,False
sp|O00418|EF2K_HUMAN,O00418,EEF2K,0.652028324,1.571375883,0.684092203,0.886970387,0.12122173,0.190484903,NS,False
sp|O00422|SAP18_HUMAN,O00422,SAP18,-0.610641821,0.654905285,0.139560299,0.5358636397345824,10.10175789,6.615694633,NS,False
sp|O00423|EMAL1_HUMAN,O00423,EML1,7.963965653,249.6850537,0.373809296,0.7154409222873785,0.000248116,0.06195094,NS,True
sp|O00425|IF2B3_HUMAN,O00425,IGF2BP3,-0.110967403,0.925966944,0.394435786,0.7269818728453454,10.12170725,9.372366328,NS,False
sp|O00429|DNM1L_HUMAN,O00429,DNM1L,-0.233135056,0.850784081,0.127995382,0.5193862195206611,13.63170068,11.59763393,NS,False
sp|O00442|RTCA_HUMAN,O00442,RTCA,0.152030491,1.111132212,0.825089181,0.9450538027447796,3.258853185,3.621016748,NS,False
sp|O00458|IFRD1_HUMAN,O00458,IFRD1,-0.760869263,0.590140648,0.398522845,0.7297693291610738,0.085643982,0.050541995,NS,False
sp|O00461|GOLI4_HUMAN,O00461,GOLIM4,0.480305633,1.395039172,0.339660761,0.7154409222873785,0.474435352,0.661855901,NS,False
sp|O00468|AGRIN_HUMAN,O00468,AGRN,-0.667642313,0.629534648,0.046201909,0.34157374086666664,0.999687557,0.629337954,NS,False
sp|O00469|PLOD2_HUMAN,O00469,PLOD2,0.30398581,1.234550464,0.387004337,0.7240296078027417,3.468589792,4.282149139,NS,False
sp|O00471|EXOC5_HUMAN,O00471,EXOC5,-0.197804316,0.871876491,0.275059897,0.6993000889516958,1.721367986,1.500820279,NS,False
sp|O00479|HMGN4_HUMAN,O00479,HMGN4,-11.61355651,0.000319133,0.373907487,0.7154409222873785,0.814051446,0.00025979,NS,True
sp|O00483|NDUA4_HUMAN,O00483,NDUFA4,0.139592731,1.101594095,0.900887817,0.9657164327740247,0.338813163,0.37323458,NS,False
sp|O00487|PSDE_HUMAN,O00487,PSMD14,0.121698941,1.088015373,0.672222739,0.8832254879555792,5.363977204,5.836089656,NS,False
sp|O00499|BIN1_HUMAN,O00499,BIN1,0.299597608,1.230801074,0.251312765,0.6772281687383435,7.375495926,9.077768308,NS,False
sp|O00505|IMA4_HUMAN,O00505,KPNA3,0.014958933,1.010422684,0.90460821,0.9669438108376849,2.332740471,2.357053887,NS,False
sp|O00541|PESC_HUMAN,O00541,PES1,0.233688936,1.175837697,0.665734879,0.8796512138428418,1.006951274,1.184011267,NS,False
sp|O00560|SDCB1_HUMAN,O00560,SDCBP,-1.043571022,0.485125183,0.159418084,0.5664529932127351,0.617472614,0.299551515,NS,False
sp|O00566|MPP10_HUMAN,O00566,MPHOSPH10,0.189770872,1.140582555,0.069398371,0.4022748691186839,3.03363595,3.460112242,NS,False
sp|O00567|NOP56_HUMAN,O00567,NOP56,-0.15909527,0.895586527,0.612250645,0.8511185353765572,13.77632724,12.33789307,NS,False
sp|O00571|DDX3X_HUMAN,O00571,DDX3X,-0.083676737,0.94364967,0.390931482,0.7254665473857198,41.9394115,39.57611181,NS,False
sp|O00584|RNT2_HUMAN,O00584,RNASET2,1.304543739,2.470055981,0.610032014,0.8509440306910223,0.083222088,0.205563217,NS,False
sp|O00592|PODXL_HUMAN,O00592,PODXL,-0.113268284,0.924491344,0.723114666,0.9036216949872773,1.429548202,1.321604938,NS,False
sp|O00625|PIR_HUMAN,O00625,PIR,-0.01449611,0.990002374,0.966262197,0.9900733523313905,1.576034851,1.560278244,NS,False
sp|O00629|IMA3_HUMAN,O00629,KPNA4,0.100875843,1.072424321,0.417091302,0.7431829126342524,6.451503513,6.918749273,NS,False
sp|O00635|TRI38_HUMAN,O00635,TRIM38,-6.548581628,0.010682687,0.374158567,0.7154409222873785,0.024318819,0.00025979,NS,True
sp|O00743|PPP6_HUMAN,O00743,PPP6C,0.229133609,1.17213083,0.70504353,0.8956242752016547,0.391496624,0.458885263,NS,False
sp|O00746|NDKM_HUMAN,O00746,NME4,0.06633104,1.04705051,0.052175215,0.34157374086666664,0.000248116,0.00025979,NS,True
sp|O00754|MA2B1_HUMAN,O00754,MAN2B1,0.150970272,1.110315954,0.364436039,0.7154409222873785,0.765595771,0.850053199,NS,False
sp|O00762|UBE2C_HUMAN,O00762,UBE2C,-0.457893983,0.728048274,0.773671538,0.9258413969242018,0.102127461,0.074353722,NS,False
sp|O00764|PDXK_HUMAN,O00764,PDXK,-0.549413263,0.683297966,0.126459636,0.5176468883541148,1.74647443,1.193362425,NS,False
sp|O14497|ARI1A_HUMAN,O14497,ARID1A,0.151946596,1.111067599,0.239737732,0.6675708704699886,1.224480222,1.3604803,NS,False
sp|O14519|CDKA1_HUMAN,O14519,CDK2AP1,0.06633104,1.04705051,0.052175215,0.34157374086666664,0.000248116,0.00025979,NS,True
sp|O14530|TXND9_HUMAN,O14530,TXNDC9,0.268884639,1.204875967,0.012045548,0.34157374086666664,1.288466129,1.552441872,NS,False
sp|O14531|DPYL4_HUMAN,O14531,DPYSL4,0.06633104,1.04705051,0.052175215,0.34157374086666664,0.000248116,0.00025979,NS,True
sp|O14548|COX7R_HUMAN,O14548,COX7A2L,0.023115843,1.016151733,0.968113212,0.9900733523313905,1.519410054,1.543951159,NS,False
sp|O14561|ACPM_HUMAN,O14561,NDUFAB1,0.203180566,1.151233569,0.512607804,0.7998949848938194,10.68615184,12.30225672,NS,False
sp|O14562|UBFD1_HUMAN,O14562,UBFD1,-0.588974614,0.664815252,0.021220239,0.34157374086666664,1.382539865,0.919133589,NS,False
sp|O14578|CTRO_HUMAN,O14578,CIT,3.613292761,12.23797338,0.088365896,0.45756777918410035,0.016145352,0.197586388,NS,False
sp|O14579|COPE_HUMAN,O14579,COPE,0.181664777,1.134191915,0.349250809,0.7154409222873785,4.169325474,4.728815243,NS,False
sp|O14613|BORG1_HUMAN,O14613,CDC42EP2,-0.912566527,0.531239186,0.36137266,0.7154409222873785,0.298414452,0.15852945,NS,False
sp|O14617|AP3D1_HUMAN,O14617,AP3D1,-0.090027153,0.939505067,0.826412416,0.9450538027447796,4.597117497,4.319015181,NS,False
sp|O14618|CCS_HUMAN,O14618,CCS,0.594061742,1.509490568,0.283710233,0.7028341291775982,0.757230373,1.143032105,NS,False
sp|O14641|DVL2_HUMAN,O14641,DVL2,0.567150811,1.481594667,0.364925286,0.7154409222873785,0.498939745,0.739226466,NS,False
sp|O14646|CHD1_HUMAN,O14646,CHD1,-0.385219886,0.765662292,0.859736158,0.9526753635251637,0.022603279,0.017306479,NS,False
sp|O14647|CHD2_HUMAN,O14647,CHD2,-8.457111428,0.002845482,0.183345712,0.5934700000131148,0.091299249,0.00025979,NS,True
sp|O14653|GOSR2_HUMAN,O14653,GOSR2,-1.756638576,0.295936884,0.167751817,0.5783190932097901,2.372977974,0.702251708,NS,False
sp|O14656|TOR1A_HUMAN,O14656,TOR1A,-6.398794696,0.011851433,0.374187079,0.7154409222873785,0.021920584,0.00025979,NS,True
sp|O14657|TOR1B_HUMAN,O14657,TOR1B,0.06633104,1.04705051,0.052175215,0.34157374086666664,0.000248116,0.00025979,NS,True
sp|O14662|STX16_HUMAN,O14662,STX16,0.078680656,1.05605184,0.925474584,0.9743219287980358,0.171069693,0.180658464,NS,False
sp|O14672|ADA10_HUMAN,O14672,ADAM10,0.512350469,1.426372179,0.114675925,0.5117853503006873,0.578683535,0.825418094,NS,False
sp|O14681|EI24_HUMAN,O14681,EI24,-8.316891031,0.00313593,0.373976028,0.7154409222873785,0.08284316,0.00025979,NS,True
sp|O14686|KMT2D_HUMAN,O14686,KMT2D,-9.372186026,0.001509006,0.121998991,0.5126951311120616,0.172159941,0.00025979,NS,True
sp|O14727|APAF_HUMAN,O14727,APAF1,0.451447607,1.367411636,0.535595772,0.8121728032396541,0.067691145,0.092561659,NS,False
sp|O14730|RIOK3_HUMAN,O14730,RIOK3,7.722767865,211.2441919,0.116061031,0.5117853503006873,0.000248116,0.052413134,NS,True
sp|O14735|CDIPT_HUMAN,O14735,CDIPT,-7.756191768,0.004625446,0.374011843,0.7154409222873785,0.056165465,0.00025979,NS,True
sp|O14737|PDCD5_HUMAN,O14737,PDCD5,0.355451619,1.279386016,0.079642955,0.43278355688397785,18.88461803,24.16071622,NS,False
sp|O14744|ANM5_HUMAN,O14744,PRMT5,0.2227706,1.166972529,0.554305868,0.8244093507752877,8.535900796,9.961161744,NS,False
sp|O14745|NHRF1_HUMAN,O14745,NHERF1,0.667380514,1.588186695,0.116835869,0.5117853503006873,4.369161416,6.939044028,NS,False
sp|O14757|CHK1_HUMAN,O14757,CHEK1,0.06633104,1.04705051,0.052175215,0.34157374086666664,0.000248116,0.00025979,NS,True
sp|O14763|TR10B_HUMAN,O14763,TNFRSF10B,0.497319308,1.411588232,0.672872927,0.8836144804865009,0.357033539,0.503984342,NS,False
sp|O14773|TPP1_HUMAN,O14773,TPP1,0.049845211,1.035153855,0.849249368,0.949491210798548,4.40581306,4.560694372,NS,False
sp|O14776|TCRG1_HUMAN,O14776,TCERG1,0.09654525,1.069210011,0.637471492,0.863914928897768,8.29554008,8.869674498,NS,False
sp|O14777|NDC80_HUMAN,O14777,NDC80,0.127959544,1.092747096,0.665984333,0.8797371738041432,1.832833249,2.002823211,NS,False
sp|O14787|TNPO2_HUMAN,O14787,TNPO2,0.250268143,1.189428165,0.487886353,0.7880006556677632,0.909762871,1.082097582,NS,False
sp|O14818|PSA7_HUMAN,O14818,PSMA7,0.074631799,1.053092234,0.670924872,0.882937850849638,26.67809319,28.09449276,NS,False
sp|O14828|SCAM3_HUMAN,O14828,SCAMP3,0.84808494,1.80010984,0.172744256,0.5835779993814433,0.479630916,0.863388332,NS,False
sp|O14841|OPLA_HUMAN,O14841,OPLAH,-1.314289678,0.402123435,0.400453309,0.7307660979858789,0.045624309,0.018346604,NS,False
sp|O14874|BCKD_HUMAN,O14874,BCKDK,0.06633104,1.04705051,0.052175215,0.34157374086666664,0.000248116,0.00025979,NS,True
sp|O14880|MGST3_HUMAN,O14880,MGST3,-0.718577042,0.60769653,0.650527827,0.8705670461703865,0.46085232,0.280058355,NS,False
sp|O14893|GEMI2_HUMAN,O14893,GEMIN2,0.008155823,1.005669195,0.991645185,0.9972014917243498,0.454523069,0.457099849,NS,False
sp|O14907|TX1B3_HUMAN,O14907,TAX1BP3,0.070766681,1.050274675,0.749208092,0.913159153812004,3.848338024,4.041811967,NS,False
sp|O14908|GIPC1_HUMAN,O14908,GIPC1,-0.73024676,0.602800801,0.089030841,0.45756777918410035,2.612056084,1.5745495,NS,False
sp|O14920|IKKB_HUMAN,O14920,IKBKB,-0.96337376,0.512856189,0.600178699,0.8465605895116346,0.0288697,0.014806004,NS,False
sp|O14925|TIM23_HUMAN,O14925,TIMM23,-0.243163605,0.844890566,0.58241865,0.8373866973645682,0.281788412,0.238080371,NS,False
sp|O14929|HAT1_HUMAN,O14929,HAT1,1.000829124,2.00114974,0.1602,0.5679292418772564,0.622046684,1.244808561,NS,False
sp|O14933|UB2L6_HUMAN,O14933,UBE2L6,-0.58989767,0.664390031,0.70735986,0.8969292450167654,0.125885386,0.083636996,NS,False
sp|O14936|CSKP_HUMAN,O14936,CASK,-0.012880346,0.991111761,0.966778765,0.9900733523313905,2.100429075,2.081759959,NS,False
sp|O14949|QCR8_HUMAN,O14949,UQCRQ,0.115789939,1.083568184,0.806948816,0.939233185606635,1.251343817,1.355916347,NS,False
sp|O14950|ML12B_HUMAN,O14950,MYL12B,0.393417125,1.313500842,0.162993915,0.5719451412214286,156.0521963,204.9746912,NS,False
sp|O14964|HGS_HUMAN,O14964,HGS,0.466438943,1.381694767,0.0005143,0.1286751425,8.301244894,11.46978663,NS,False
sp|O14967|CLGN_HUMAN,O14967,CLGN,0.066299855,1.047027878,0.795226922,0.9359117318600192,0.873465465,0.914542692,NS,False
sp|O14972|VP26C_HUMAN,O14972,VPS26C,0.048139842,1.033930952,0.90005583,0.9657100300567809,0.13411456,0.138665195,NS,False
sp|O14974|MYPT1_HUMAN,O14974,PPP1R12A,-0.006234258,0.995688065,0.990079192,0.9968636105697889,22.5573725,22.46010658,NS,False
sp|O14976|GAK_HUMAN,O14976,GAK,-0.198697721,0.871336739,0.862240798,0.953482410044613,0.09282539,0.080882172,NS,False
sp|O14979|HNRDL_HUMAN,O14979,HNRNPDL,0.207509674,1.154693275,0.058879997,0.3696940988107417,76.44675489,88.27255375,NS,False
sp|O14980|XPO1_HUMAN,O14980,XPO1,-0.006114275,0.995770875,0.979653522,0.9927935857508251,22.83104988,22.73449453,NS,False
sp|O14981|BTAF1_HUMAN,O14981,BTAF1,-1.479286685,0.358666104,0.324495522,0.7154409222873785,0.065860664,0.023621988,NS,False
sp|O15013|ARHGA_HUMAN,O15013,ARHGEF10,0.06633104,1.04705051,0.052175215,0.34157374086666664,0.000248116,0.00025979,NS,True
sp|O15027|SC16A_HUMAN,O15027,SEC16A,0.223885958,1.167875073,0.412908848,0.7415444197805414,3.511607283,4.101118613,NS,False
sp|O15031|PLXB2_HUMAN,O15031,PLXNB2,0.239332288,1.180446198,0.062040631,0.3797644901606922,4.04065526,4.769776139,NS,False
sp|O15042|SR140_HUMAN,O15042,U2SURP,-0.014784683,0.98980437,0.975817307,0.9926868697018016,6.571675856,6.504673481,NS,False
sp|O15056|SYNJ2_HUMAN,O15056,SYNJ2,-0.470253472,0.721837764,0.167231447,0.5783190932097901,0.378943749,0.273535908,NS,False
sp|O15066|KIF3B_HUMAN,O15066,KIF3B,-0.767006145,0.587635661,0.127372951,0.5185079271913836,0.516492654,0.303509502,NS,False
sp|O15067|PUR4_HUMAN,O15067,PFAS,0.167529028,1.123133193,0.016773508,0.34157374086666664,31.92214676,35.85282262,NS,False
sp|O15078|CE290_HUMAN,O15078,CEP290,-0.043075065,0.970583968,0.819699714,0.9431179996348313,4.449763573,4.318869186,NS,False
sp|O15084|ANR28_HUMAN,O15084,ANKRD28,-0.750404114,0.594437026,0.30566151,0.7154409222873785,0.32221676,0.191537572,NS,False
sp|O15085|ARHGB_HUMAN,O15085,ARHGEF11,-7.048161405,0.007556001,0.008659714,0.34157374086666664,0.034381988,0.00025979,On/Off,True
sp|O15116|LSM1_HUMAN,O15116,LSM1,0.337371476,1.263452543,0.325156548,0.7154409222873785,0.715785653,0.904361203,NS,False
sp|O15118|NPC1_HUMAN,O15118,NPC1,-0.887222745,0.540653901,0.459929747,0.7699821997547684,0.444624586,0.240388017,NS,False
sp|O15126|SCAM1_HUMAN,O15126,SCAMP1,0.604590343,1.520546929,0.179386745,0.5904607639371657,1.040479021,1.58209718,NS,False
sp|O15127|SCAM2_HUMAN,O15127,SCAMP2,0.313317629,1.242561819,0.777376624,0.926436704815534,0.072032495,0.089504828,NS,False
sp|O15143|ARC1B_HUMAN,O15143,ARPC1B,0.008257781,1.00574027,0.966521783,0.9900733523313905,17.76261884,17.86458107,NS,False
sp|O15144|ARPC2_HUMAN,O15144,ARPC2,0.168012676,1.123509774,0.519892497,0.8027270944245283,17.63827625,19.81677577,NS,False
sp|O15145|ARPC3_HUMAN,O15145,ARPC3,0.006175543,1.004289735,0.97426862,0.9916646418594527,7.101091049,7.131552845,NS,False
sp|O15155|BET1_HUMAN,O15155,BET1,0.222074262,1.166409409,0.655533834,0.8723274705632278,1.22237167,1.425785817,NS,False
sp|O15160|RPAC1_HUMAN,O15160,POLR1C,0.015607146,1.010876776,0.820143968,0.9431179996348313,1.800918237,1.82050642,NS,False
sp|O15164|TIF1A_HUMAN,O15164,TRIM24,0.152381521,1.1114026,0.695275924,0.8906224802086049,0.071333865,0.079280643,NS,False
sp|O15173|PGRC2_HUMAN,O15173,PGRMC2,0.187142441,1.138506431,0.240525693,0.6683537932258065,7.062483395,8.040682767,NS,False
sp|O15182|CETN3_HUMAN,O15182,CETN3,1.90941458,3.75656634,0.268811813,0.698341799910053,0.032196413,0.120947961,NS,False
sp|O15212|PFD6_HUMAN,O15212,PFDN6,0.250025077,1.189227786,0.20011035,0.6180601652671276,19.47956246,23.16563694,NS,False
sp|O15213|WDR46_HUMAN,O15213,WDR46,-0.370333346,0.773603729,0.592236368,0.8426440541842943,0.190561809,0.147419326,NS,False
